巻	式名	式順	条	新条文名	項
39	正親	1	1	諸王年満	1
39	正親	1	2	王定	1
39	正親	1	3	諸王計帳	1
39	正親	1	4	同世同名	1
39	正親	1	5	女王禄	1
39	正親	1	6	女王定	1
39	正親	1	7	諸王時服	1
39	正親	1	8	女王節禄	1
39	正親	1	9	平野祭	1
39	正親	1	10	薬師寺	1
39	正親	1	11	諸王出家	1
39	正親	1	12	諸王死去	1
39	正親	1	13	女王地	1
39	正親	1	14	闕官	1
