巻	式名	式順	条	条文名	項
21	雅楽	2	1	節会	１
21	雅楽	2	2	諸祭	１
21	雅楽	2	3	釈奠	１
21	雅楽	2	4	御斎会	１
21	雅楽	2	5	東大寺仏会	１
21	雅楽	2	6	諸寺仏会	１
21	雅楽	2	7	伎楽人	１
21	雅楽	2	8	大饗	１
21	雅楽	2	9	競馬標	１
21	雅楽	2	10	相撲司	１
21	雅楽	2	11	列見定考	１
21	雅楽	2	12	蕃客宴饗	１
21	雅楽	2	13	楽師	１
21	雅楽	2	14	笛師	１
21	雅楽	2	15	曝涼楽具	１
21	雅楽	2	16	楽器装束	１
21	雅楽	2	17	絃糸	１
21	雅楽	2	18	蕃楽人料	１
21	雅楽	2	19	田地	１
