巻	式名	式順	条	新条文名	項
29	判事	2	1	訊獄書	1
29	判事	2	2	弾正移	1
29	判事	2	3	隠截租税	1
29	判事	2	4	僧尼犯徒	1
29	判事	2	5	良賤訴	1
29	判事	2	6	盗人	1
29	判事	2	7	平贓布	1
