巻	式名	式順	条	条文名	項
9	神名上	1	1	天神地祇	1
9	神名上	1	2	宮中	1
9	神名上	1	3	京中	1
9	神名上	1	4	畿内	1
9	神名上	1	5	山城国	9
9	神名上	1	6	大和国	16
9	神名上	1	7	河内国	14
9	神名上	1	8	和泉国	4
9	神名上	1	9	摂津国	13
9	神名上	1	10	東海道	1
9	神名上	1	11	伊賀国	5
9	神名上	1	12	伊勢国	14
9	神名上	1	13	志摩国	2
9	神名上	1	14	尾張国	9
9	神名上	1	15	参河国	8
9	神名上	1	16	遠江国	13
9	神名上	1	17	駿河国	7
9	神名上	1	18	伊豆国	4
9	神名上	1	19	甲斐国	4
9	神名上	1	20	相摸国	6
9	神名上	1	21	武蔵国	16
9	神名上	1	22	安房国	3
9	神名上	1	23	上総国	5
9	神名上	1	24	下総国	9
9	神名上	1	25	常陸国	10
