巻	式名	式順	条	新条文名	項
41	弾正	1	95	東西仕丁坊	1
41	弾正	1	96	禁断青刈	1
41	弾正	1	97	鈍縹并宝髻	1
41	弾正	1	98	婦人袷裳	1
41	弾正	1	99	裁絹絁	1
41	弾正	1	100	双六	1
41	弾正	1	101	京都踏歌	1
41	弾正	1	102	私鷹	1
41	弾正	1	103	右大臣已上薨	1
41	弾正	1	104	喪葬盛餝	1
41	弾正	1	105	進告朔函	1
41	弾正	1	106	五月五日走馬	1
41	弾正	1	107	供節衛府官人	1
41	弾正	1	108	市人集時	1
41	弾正	1	109	覆鞍	1
41	弾正	1	110	京職栽柳	1
41	弾正	1	111	神泉大学廻地	1
41	弾正	1	112	勘収貢物	1
41	弾正	1	113	巡検左右京	1
41	弾正	1	114	東西二寺斎会	1
41	弾正	1	115	獄中非違	1
41	弾正	1	116	禁色	1
41	弾正	1	117	喚左右京職	1
41	弾正	1	118	大営造時	1
41	弾正	1	119	非違人	1
41	弾正	1	120	記非違	1
41	弾正	1	121	僧尼不可売買	1
41	弾正	1	122	宮城墻内	1
41	弾正	1	123	娶宮人	1
41	弾正	1	124	隊仗	1
41	弾正	1	125	在京倉蔵	1
41	弾正	1	126	決死囚	1
41	弾正	1	127	遣五畿内	1
41	弾正	1	128	遣隣国使	1
41	弾正	1	129	弁官有犯	1
41	弾正	1	130	中納言以上	1
41	弾正	1	131	諸司五位以上	1
41	弾正	1	132	侍医	1
41	弾正	1	133	近衛兼雅楽	1
41	弾正	1	134	蕃客朝拝	1
41	弾正	1	135	建礼門南庭	1
41	弾正	1	136	衛府五位以上	1
41	弾正	1	137	諸司著靴	1
41	弾正	1	138	文武官人以下	1
41	弾正	1	139	一世源氏	1
41	弾正	1	140	犯重応捕	1
41	弾正	1	141	犯人逃走	1
41	弾正	1	142	米穀出入門	1
41	弾正	1	143	王臣馬数	1
41	弾正	1	144	随身兵	1
41	弾正	1	145	六位以下朝服	1
41	弾正	1	146	門屋	1
41	弾正	1	147	所職官名	1
41	弾正	1	148	庁座	1
41	弾正	1	149	諸衛府生以上	1
41	弾正	1	150	除著靴	1
41	弾正	1	151	鴻臚館	1
41	弾正	1	152	薄朝服	1
41	弾正	1	153	出棄病人	1
41	弾正	1	154	散斎	1
41	弾正	1	155	大宿	1
41	弾正	1	156	台所犯	1
41	弾正	1	157	宮城衛廬	1
41	弾正	1	158	巡行京裏	1
41	弾正	1	159	男入尼寺	1
41	弾正	1	160	弾正巡察	1
41	弾正	1	161	闕官	1
