巻	式名	式順	条	条文名	項
21	諸陵	4	1	神代三陵	１
21	諸陵	4	2	畝傍山他遠陵	４
21	諸陵	4	3	山科近陵	１
21	諸陵	4	4	檜隈他遠陵	１
21	諸陵	4	5	田原東近陵	１
21	諸陵	4	6	宇智他遠陵	１
21	諸陵	4	7	柏原他近陵	１
21	諸陵	4	8	河上他遠陵	１
21	諸陵	4	9	深草他近陵	１
21	諸陵	4	10	後山科遠陵	１
21	諸陵	4	11	中尾他近陵	１
21	諸陵	4	12	白河他遠陵	１
21	諸陵	4	13	能裒野他遠墓	4
21	諸陵	4	14	平群他不頒幣	１
21	諸陵	4	15	多武岑近墓	１
21	諸陵	4	16	後阿陀他遠墓	１
21	諸陵	4	17	高畠他近墓	１
21	諸陵	4	18	又宇治遠墓	１
21	諸陵	4	19	奉幣陵墓	１
21	諸陵	4	20	陵戸墓戸	１
21	諸陵	4	21	陵戸計帳	１
21	諸陵	4	22	原野焼除	１
21	諸陵	4	23	官人巡検	１
